Product Name,Price,Rating,URL,Shop Name,Inserted At,Search Keyword
"Laptop ADVAN Soulmate Celeron N4020 4GB/128GB (upgradable) 14"" HD - N100",Rp2.999.000,4.9,https://www.tokopedia.com/advanstore/laptop-advan-soulmate-celeron-n4020-4gb-128gb-upgradable-14-hd-n100-f15e4,Advan Official Store,2024-10-05T16:09:07.235934,laptop
ADVAN Laptop Workplus AMD RYZEN 5 6600H 14'' FHD IPS 16GB 512GB Win 11 - R5512+G30001TB,Rp7.989.000,4.9,https://www.tokopedia.com/advanstore/advan-laptop-workplus-amd-ryzen-5-6600h-14-fhd-ips-16gb-512gb-win-11-r5512-g30001tb-1618a,Advan Official Store,2024-10-05T16:09:07.235934,laptop
ADVAN Notebook Laptop Workpro Intel I5 14'' FHD IPS 8GB 256GB Win 11 - Lite i5,Rp6.299.000,4.8,https://www.tokopedia.com/advanstore/advan-notebook-laptop-workpro-intel-i5-14-fhd-ips-8gb-256gb-win-11-lite-i5-12de1,Advan Official Store,2024-10-05T16:09:07.235934,laptop
Offical realme 12 Pro+ 5G 8+256GB HP | Snapdragon 7z Gen 2 smartphone - Navigator Beige,Rp5.999.000,5.0,https://www.tokopedia.com/realme/offical-realme-12-pro-5g-8-256gb-hp-snapdragon-7z-gen-2-smartphone-navigator-beige-d7e20,realme Official Store,2024-10-05T16:09:07.542539,smartphone
Offical realme Note 50 HP 4GB+4GB*|64GB 90Hz Display | Mini Capsule - Sky Blue,Rp1.349.000,5.0,https://www.tokopedia.com/realme/offical-realme-note-50-hp-4gb-4gb-64gb-90hz-display-mini-capsule-sky-blue-58270,realme Official Store,2024-10-05T16:09:07.542539,smartphone
Offical realme Note 50 HP 4GB+128GB 90Hz Vivid Display | Mini Capsule - Midnight Black,Rp1.549.000,4.9,https://www.tokopedia.com/realme/offical-realme-note-50-hp-4gb-128gb-90hz-vivid-display-mini-capsule-midnight-black-1f188,realme Official Store,2024-10-05T16:09:07.542539,smartphone
"HUAWEI MatePad SE 11"" Tablet [4+128GB] | FHD+ Eye Comfort Display | 7700mAh | Metal Unibody - Grey",Rp2.079.000,4.9,https://www.tokopedia.com/huawei/huawei-matepad-se-11-tablet-4-128gb-fhd-eye-comfort-display-7700mah-metal-unibody-grey-78825,HUAWEI Official Store,2024-10-05T16:09:07.684499,tablet
"HUAWEI MatePad 11.5"" Tablet [8+128GB] |PC-Level Productivity|120Hz 3:2 - Space Gray",Rp4.879.000,4.9,https://www.tokopedia.com/huawei/huawei-matepad-11-5-tablet-8-128gb-pc-level-productivity-120hz-3-2-space-gray-f5c36,HUAWEI Official Store,2024-10-05T16:09:07.684499,tablet
"HUAWEI MatePad 11.5""S Standard Edition Tablet [8+256GB] | NearLink Accessories | GoPaint | PC Level WPS - Silver",Rp6.299.000,4.9,https://www.tokopedia.com/huawei/huawei-matepad-11-5-s-standard-edition-tablet-8-256gb-nearlink-accessories-gopaint-pc-level-wps-silver-08ef2,HUAWEI Official Store,2024-10-05T16:09:07.684499,tablet
